preco,tipo,area,quartos,bairro
3500,4,400,4,12
2500,4,400,4,9
5200,4,402,4,6
7000,4,423,4,6
7000,4,430,4,7
5000,4,430,4,20
5000,4,432,4,12
12900,1,438,4,3
12900,1,438,4,3
12000,1,440,4,2
10000,1,440,4,2
5500,4,440,4,12
4000,4,440,4,18
10000,4,441,4,7
13000,4,450,4,7
11000,4,450,4,7
9000,4,450,4,6
8800,4,450,4,7
6000,4,450,4,12
8400,4,460,4,6
16000,4,480,4,7
8700,4,488,4,7
11500,4,500,4,6
10000,4,500,4,7
5000,4,500,4,9
5000,4,500,4,12
8500,4,530,4,12
8500,4,530,4,12
6000,4,531,4,12
6000,4,531,4,12
5500,4,540,4,7
8000,4,550,4,22
11500,1,551,4,13
11500,1,555,4,13
9000,1,557,4,13
5000,4,579,4,7
7900,4,594,4,7
16000,4,600,4,7
12000,4,600,4,7
8500,4,600,4,12
8000,4,600,4,7
6950,4,630,4,12
9000,4,633,4,6
4000,4,633,4,6
7500,4,640,4,7
12000,1,645,4,1
23000,4,646,4,7
20000,4,650,4,22
7000,4,650,4,12
7000,4,660,4,22
8000,4,670,4,6
39500,4,700,4,7
39500,4,700,4,7
20000,4,700,4,7
20000,4,700,4,7
15000,4,720,4,7
15000,4,720,4,7
12500,4,750,4,7
29500,4,780,4,7
19990,4,785,4,7
14000,4,830,4,7
10000,4,832,4,7
14000,4,857,4,7
9000,4,857,4,7
15000,4,890,4,7
15000,4,890,4,7
30000,4,900,4,7
14500,4,900,4,7
20000,4,930,4,6
40000,4,1000,4,7
38000,4,1000,4,7
15000,4,1000,4,7
11500,4,1000,4,7
4000,4,1000,4,18
7500,4,1020,4,22
15000,4,1100,4,7
15000,4,1100,4,7
11500,4,1110,4,7
11500,4,1110,4,7
25000,4,1118,4,7
25000,4,1118,4,7
13500,4,1200,4,7
13000,4,1200,4,7
35000,4,1376,4,7
30000,4,1500,4,7
6000,1,175,5,3
3200,4,180,5,8
4900,1,200,5,3
4300,4,200,5,8
4000,4,200,5,8
4500,4,214,5,3
2900,4,240,5,11
8000,1,245,5,3
6000,4,245,5,3
9500,1,247,5,3
8500,1,283,5,3
3500,4,300,5,5
3200,4,300,5,25
8000,4,318,5,7
11900,1,328,5,24
10900,1,328,5,24
2600,4,350,5,12
3900,4,360,5,11
5500,4,385,5,1
6000,4,400,5,20
6900,4,407,5,12
11265,4,450,5,22
4000,4,450,5,3
10900,1,462,5,3
4200,4,470,5,12
10000,4,500,5,7
7800,4,500,5,7
7000,4,500,5,20
12500,4,520,5,7
12000,4,520,5,7
13000,1,550,5,13
9000,4,550,5,7
15000,4,576,5,7
20000,4,600,5,7
16500,4,600,5,7
15000,4,600,5,12
10500,4,600,5,7
9000,4,600,5,7
12000,4,620,5,12
7000,4,631,5,7
20000,4,672,5,7
9000,4,690,5,6
17000,4,700,5,7
13000,4,700,5,7
13000,4,700,5,7
13000,4,733,5,7
28000,4,745,5,7
8900,4,750,5,7
10000,4,760,5,12
39000,4,800,5,7
25000,4,800,5,7
12000,4,800,5,7
7000,4,800,5,7
11000,4,801,5,7
47500,4,802,5,7
13500,4,830,5,7
40000,1,834,5,2
38000,1,835,5,2
80000,4,842,5,7
29900,4,875,5,7
31000,4,900,5,7
24000,4,935,5,7
14000,4,950,5,7
9000,4,970,5,7
28000,4,979,5,7
28000,4,980,5,7
18000,4,980,5,22
80000,4,1000,5,7
26000,4,1000,5,7
20000,4,1000,5,22
15000,4,1000,5,7
20000,4,1013,5,7
45000,4,1100,5,7
25000,4,1100,5,7
35000,4,1103,5,7
13500,4,1150,5,22
45000,4,1200,5,7
15000,4,1200,5,7
15000,4,1200,5,7
13000,4,1200,5,22
35000,4,1300,5,7
90000,4,1400,5,7
80000,4,1400,5,7
28000,4,1500,5,22
28000,4,1500,5,22
100000,4,1600,5,7
95000,4,1780,5,7
12500,4,1900,5,6
25000,4,2000,5,7
9500,4,2000,5,22
10000,4,2500,5,22
2800,4,100,6,20
2800,4,200,6,9
3500,4,280,6,8
4500,4,300,6,5
6000,4,400,6,5
17000,4,490,6,7
7900,4,500,6,12
3300,4,500,6,5
10000,4,504,6,22
10000,4,588,6,22
10000,4,600,6,7
13000,4,650,6,7
10000,4,650,6,5
19999,4,700,6,7
15000,4,750,6,7
12000,4,800,6,7
12088,4,866,6,22
14000,4,900,6,7
20000,4,956,6,7
45000,4,1000,6,7
24000,4,1000,6,7
20000,4,1000,6,7
15000,4,1000,6,6
48000,4,1380,6,7
55000,4,1600,6,7
20000,4,8,7,7
2000,4,142,7,18
9000,4,310,7,22
5000,4,315,7,18
4800,4,375,7,14
19500,4,500,7,7
11000,4,545,7,22
15000,4,900,7,7
18000,4,956,7,7
12000,4,1400,7,7
30000,4,1800,7,7
45000,4,2000,7,22
3550,4,250,8,11
12500,4,732,8,7
30000,4,1200,8,7
12000,4,730,9,7
12000,4,730,9,6
7500,4,807,9,22
35000,4,1083,9,7
21700,4,2000,9,7
12500,0,640,10,5
60000,4,1538,10,7
60000,4,1538,10,7
15000,4,1100,11,6
4000,3,300,12,11
15000,4,1386,14,22
1800,1,77,33,10
